Currency,Date,Open,High,Low,Close,Volume,Market Cap
eos,"Nov 04, 2019",3.29,3.48,3.26,3.45,2622910762.00,3234215785.00
eos,"Nov 03, 2019",3.33,3.35,3.22,3.28,1747407101.00,3083125737.00
eos,"Nov 02, 2019",3.35,3.39,3.31,3.33,1853095765.00,3129373031.00
eos,"Nov 01, 2019",3.28,3.38,3.24,3.35,2155169872.00,3147694261.00
eos,"Oct 31, 2019",3.30,3.37,3.20,3.28,2214401900.00,3073979520.00
eos,"Oct 30, 2019",3.41,3.41,3.22,3.30,2485786630.00,3093636013.00
eos,"Oct 29, 2019",3.29,3.45,3.29,3.41,2600414930.00,3196064369.00
eos,"Oct 28, 2019",3.34,3.50,3.26,3.30,3132020604.00,3092271494.00
eos,"Oct 27, 2019",3.14,3.44,3.09,3.34,3568565292.00,3130088275.00
eos,"Oct 26, 2019",3.18,3.48,3.02,3.14,4412536644.00,2940437151.00
ethereum,"Dec 04, 2019",147.92,150.68,145.00,146.75,7865937094.00,15966157442.00
ethereum,"Dec 03, 2019",149.06,150.31,146.00,147.96,6204379850.00,16095928402.00
ethereum,"Dec 02, 2019",151.18,152.12,147.61,149.06,6670561362.00,16214125032.00
ethereum,"Dec 01, 2019",152.49,152.49,147.07,151.19,7102780298.00,16443650814.00
ethereum,"Nov 30, 2019",155.29,156.69,151.23,152.54,6565950868.00,16589132426.00
ethereum,"Nov 29, 2019",151.77,156.85,151.46,155.30,7503898278.00,16887922522.00
ethereum,"Nov 28, 2019",153.07,156.61,151.09,151.72,7346531960.00,16496129470.00
ethereum,"Nov 27, 2019",148.40,154.89,143.53,153.01,8778095308.00,16634910472.00
ethereum,"Nov 26, 2019",146.40,150.00,145.22,148.97,7648516297.00,16193326033.00
ethereum,"Nov 25, 2019",142.70,150.21,133.80,146.48,10962753356.00,15921080564.00
ethereum,"Nov 24, 2019",153.43,153.97,142.83,142.83,7782769098.00,15523459920.00
ethereum,"Nov 23, 2019",150.21,154.10,147.60,153.42,8289198330.00,16671705910.00
ethereum,"Nov 22, 2019",161.51,163.03,142.34,150.27,12020749863.00,16327536038.00
ethereum,"Nov 21, 2019",175.67,176.21,159.37,161.46,8546371325.00,17541867626.00
ethereum,"Nov 20, 2019",177.42,178.99,175.29,175.70,7205785149.00,19086228092.00
ethereum,"Nov 19, 2019",180.50,182.53,175.20,177.46,7536699743.00,19274876583.00
ethereum,"Nov 18, 2019",185.04,186.93,179.18,180.56,7787662111.00,19609782345.00
ethereum,"Nov 17, 2019",183.35,188.19,182.34,185.12,7364325471.00,20102654601.00
ethereum,"Nov 16, 2019",180.50,184.16,179.99,183.35,6789888120.00,19908020821.00
ethereum,"Nov 15, 2019",186.06,186.25,179.38,180.52,8815678477.00,19598770324.00
ethereum,"Nov 14, 2019",188.27,188.63,184.99,186.00,7872664470.00,20191206220.00
ethereum,"Nov 13, 2019",186.94,189.33,185.94,188.26,7343173596.00,20434064781.00
ethereum,"Nov 12, 2019",185.56,187.95,184.19,186.84,7792186666.00,20278071676.00
ethereum,"Nov 11, 2019",189.50,190.34,185.09,185.49,7877424106.00,20128792760.00
ethereum,"Nov 10, 2019",184.94,190.92,184.69,189.48,8752784211.00,20559121065.00
ethereum,"Nov 09, 2019",184.31,185.84,183.90,185.03,7277418704.00,20074095541.00
ethereum,"Nov 08, 2019",187.92,188.82,182.54,184.21,9176780911.00,19983058356.00
ethereum,"Nov 07, 2019",191.50,191.86,186.57,187.98,9081247799.00,20389037934.00
ethereum,"Nov 06, 2019",189.11,193.55,188.67,191.59,10156458684.00,20778894603.00
ethereum,"Nov 05, 2019",186.31,191.26,184.33,189.30,10024177342.00,20528094420.00
ethereum,"Nov 04, 2019",182.32,188.02,181.82,186.36,10551917945.00,20205859402.00
ethereum,"Nov 03, 2019",183.99,185.02,179.82,182.43,8760247744.00,19777347724.00
ethereum,"Nov 02, 2019",184.02,185.71,182.80,183.93,8087991830.00,19937622287.00
ethereum,"Nov 01, 2019",183.80,185.06,181.09,183.97,9145611130.00,19940014311.00
ethereum,"Oct 31, 2019",184.80,188.75,180.07,183.97,9607939606.00,19937256794.00
ethereum,"Oct 30, 2019",190.34,191.11,181.55,184.69,10484902804.00,20013431227.00
ethereum,"Oct 29, 2019",182.67,191.85,182.36,190.34,10622761958.00,20623205054.00
ethereum,"Oct 28, 2019",184.40,187.88,180.25,182.66,10406734124.00,19788729316.00
ethereum,"Oct 27, 2019",179.93,188.16,177.68,184.24,10815941952.00,19957408085.00
ethereum,"Oct 26, 2019",181.67,195.94,176.13,179.84,13831784986.00,19477741705.00
ethereum,"Oct 25, 2019",162.19,183.00,161.97,181.52,10358594018.00,19658140299.00
ethereum,"Oct 24, 2019",162.51,164.15,160.89,162.17,7300917537.00,17560021218.00
ethereum,"Oct 23, 2019",172.26,172.42,157.46,162.40,9624925919.00,17583244177.00
ethereum,"Oct 22, 2019",174.91,175.65,172.27,172.30,6990951966.00,18652588580.00
ethereum,"Oct 21, 2019",175.52,177.74,173.29,174.92,6815820627.00,18933882640.00
ethereum,"Oct 20, 2019",172.97,176.72,171.21,175.53,6801091120.00,18997957789.00
ethereum,"Oct 19, 2019",173.65,175.61,172.22,172.91,6551453871.00,18711940303.00
ethereum,"Oct 18, 2019",177.99,178.18,171.01,173.62,7566257807.00,18786275035.00
ethereum,"Oct 17, 2019",175.91,178.90,174.57,178.03,6737237423.00,19260755682.00
ethereum,"Oct 16, 2019",181.34,181.67,174.06,176.01,7691244590.00,19040429002.00
ethereum,"Oct 15, 2019",186.98,187.76,179.46,181.41,7731456579.00,19621350993.00
ethereum,"Oct 14, 2019",182.03,187.30,181.66,186.96,7276520699.00,20219637357.00
litecoin,"Dec 04, 2019",45.40,46.54,44.58,45.19,2951880019.00,2882011362.00
litecoin,"Dec 03, 2019",45.78,46.62,44.76,45.38,2557212174.00,2893726010.00
litecoin,"Dec 02, 2019",47.65,47.81,45.32,45.82,2680452035.00,2921144389.00
litecoin,"Dec 01, 2019",47.46,48.30,46.24,47.71,2781413686.00,3041545709.00
litecoin,"Nov 30, 2019",48.91,49.28,47.09,47.48,2678481167.00,3026175357.00
litecoin,"Nov 29, 2019",47.09,49.32,47.09,48.88,2944492393.00,3115330867.00
litecoin,"Nov 28, 2019",48.00,48.55,47.02,47.06,2662459127.00,2998875250.00
litecoin,"Nov 27, 2019",47.16,48.52,45.44,48.01,2979663352.00,3059223170.00
litecoin,"Nov 26, 2019",45.81,47.54,45.66,47.27,2659405400.00,3012041642.00
litecoin,"Nov 25, 2019",44.77,47.27,42.96,45.83,3408224795.00,2919784838.00
litecoin,"Nov 24, 2019",48.71,48.78,44.73,44.73,2709705879.00,2849656912.00
litecoin,"Nov 23, 2019",47.62,48.71,46.78,48.71,2746902870.00,3104760987.00
litecoin,"Nov 22, 2019",50.88,51.39,44.89,47.62,3734545939.00,3034882008.00
litecoin,"Nov 21, 2019",55.28,55.44,50.15,50.88,3158748317.00,3242806030.00
litecoin,"Nov 20, 2019",55.63,56.66,55.09,55.29,2858714058.00,3523320531.00
litecoin,"Nov 19, 2019",56.80,57.59,54.94,55.62,3030389859.00,3544160660.00
litecoin,"Nov 18, 2019",59.57,60.08,55.86,56.80,3131873188.00,3618749968.00
litecoin,"Nov 17, 2019",58.60,60.67,58.34,59.57,3215100478.00,3794900734.00
litecoin,"Nov 16, 2019",57.79,59.18,57.47,58.57,2841793395.00,3730285758.00
litecoin,"Nov 15, 2019",59.48,60.47,57.54,57.81,3195878562.00,3681894624.00
litecoin,"Nov 14, 2019",61.08,61.22,59.42,59.43,3040274519.00,3784543703.00
litecoin,"Nov 13, 2019",61.37,62.06,60.87,61.11,3094050321.00,3891188361.00
litecoin,"Nov 12, 2019",61.93,62.47,60.69,61.34,3333604208.00,3905317178.00
litecoin,"Nov 11, 2019",63.78,64.34,61.37,61.90,3033016472.00,3940458193.00
litecoin,"Nov 10, 2019",61.90,64.60,61.81,63.84,3611586094.00,4063643936.00
litecoin,"Nov 09, 2019",60.49,62.15,60.38,61.95,2849228741.00,3943126748.00
litecoin,"Nov 08, 2019",61.88,62.45,59.51,60.53,3414910991.00,3852007191.00
litecoin,"Nov 07, 2019",64.24,64.41,61.08,61.84,3557191963.00,3935124153.00
litecoin,"Nov 06, 2019",63.35,64.27,62.96,64.27,3755244863.00,4088991803.00
litecoin,"Nov 05, 2019",61.58,64.00,61.32,63.30,4725921529.00,4027051778.00
litecoin,"Nov 04, 2019",58.60,62.18,58.38,61.57,4164854559.00,3916584191.00
litecoin,"Nov 03, 2019",58.59,58.97,57.64,58.63,3259935586.00,3728676102.00
litecoin,"Nov 02, 2019",58.58,59.33,58.22,58.60,3353942166.00,3726483415.00
litecoin,"Nov 01, 2019",58.75,58.75,57.72,58.58,3425154368.00,3725245520.00
litecoin,"Oct 31, 2019",58.36,60.08,57.69,58.78,3165801278.00,3737406895.00
litecoin,"Oct 30, 2019",59.87,60.89,57.60,58.42,3387114095.00,3714109861.00
litecoin,"Oct 29, 2019",58.05,60.66,58.05,59.87,3582210705.00,3805805251.00
litecoin,"Oct 28, 2019",59.92,61.91,57.67,58.13,3793848576.00,3694652651.00
litecoin,"Oct 27, 2019",56.80,61.87,55.92,59.91,4218140032.00,3807830063.00
litecoin,"Oct 26, 2019",56.95,61.73,54.73,56.78,5234627157.00,3607985867.00
litecoin,"Oct 25, 2019",50.11,57.32,49.61,56.94,3770902916.00,3618037380.00
litecoin,"Oct 24, 2019",49.68,50.47,49.02,50.07,2650862714.00,3181078150.00
litecoin,"Oct 23, 2019",53.75,53.82,48.50,49.63,3077488277.00,3152820838.00
litecoin,"Oct 22, 2019",54.93,55.29,53.64,53.74,2490194232.00,3413955637.00
litecoin,"Oct 21, 2019",54.92,55.56,54.02,54.94,2727253951.00,3489419289.00
litecoin,"Oct 20, 2019",54.06,55.44,53.22,54.93,2612273453.00,3488800281.00
stellar,"Dec 04, 2019",0.06,0.06,0.05,0.06,207789246.00,1111416307.00
stellar,"Dec 03, 2019",0.06,0.06,0.06,0.06,150835452.00,1122669946.00
stellar,"Dec 02, 2019",0.06,0.06,0.06,0.06,204095722.00,1124621901.00
stellar,"Dec 01, 2019",0.06,0.06,0.06,0.06,214999370.00,1164817487.00
stellar,"Nov 30, 2019",0.06,0.06,0.06,0.06,228259886.00,1196086467.00
stellar,"Nov 29, 2019",0.06,0.06,0.06,0.06,241666196.00,1186271902.00
stellar,"Nov 28, 2019",0.06,0.06,0.06,0.06,224143848.00,1167681753.00
stellar,"Nov 27, 2019",0.06,0.06,0.06,0.06,260781107.00,1184377699.00
stellar,"Nov 26, 2019",0.06,0.06,0.06,0.06,218983844.00,1174266799.00
stellar,"Nov 25, 2019",0.06,0.06,0.05,0.06,548798088.00,1155059103.00
stellar,"Nov 24, 2019",0.06,0.06,0.06,0.06,795594528.00,1140743320.00
stellar,"Nov 23, 2019",0.06,0.06,0.06,0.06,262945614.00,1210579252.00
stellar,"Nov 22, 2019",0.06,0.06,0.06,0.06,304545334.00,1193303118.00
stellar,"Nov 21, 2019",0.07,0.07,0.06,0.06,251644441.00,1237034117.00
stellar,"Nov 20, 2019",0.07,0.07,0.06,0.07,219882275.00,1313627943.00
stellar,"Nov 19, 2019",0.07,0.07,0.06,0.07,287651893.00,1318630467.00
stellar,"Nov 18, 2019",0.07,0.07,0.07,0.07,245433022.00,1369817366.00
stellar,"Nov 17, 2019",0.07,0.07,0.07,0.07,197097974.00,1446685558.00
stellar,"Nov 16, 2019",0.07,0.07,0.07,0.07,173395847.00,1442049711.00
stellar,"Nov 15, 2019",0.07,0.07,0.07,0.07,222062024.00,1450653587.00
stellar,"Nov 14, 2019",0.08,0.08,0.07,0.07,217039030.00,1498902353.00
stellar,"Nov 13, 2019",0.08,0.08,0.08,0.08,240329082.00,1535722377.00
stellar,"Nov 12, 2019",0.08,0.08,0.08,0.08,359731187.00,1545652295.00
stellar,"Nov 11, 2019",0.08,0.08,0.08,0.08,290695867.00,1600544208.00
stellar,"Nov 10, 2019",0.07,0.08,0.07,0.08,343258930.00,1568851587.00
stellar,"Nov 09, 2019",0.07,0.07,0.07,0.07,187035481.00,1460226718.00
stellar,"Nov 08, 2019",0.08,0.08,0.07,0.07,271749982.00,1441694136.00
stellar,"Nov 07, 2019",0.08,0.08,0.07,0.08,332631177.00,1504398663.00
stellar,"Nov 06, 2019",0.08,0.08,0.08,0.08,352059614.00,1573003648.00
stellar,"Nov 05, 2019",0.08,0.09,0.08,0.08,762923850.00,1647781065.00
stellar,"Nov 04, 2019",0.07,0.08,0.07,0.08,347400349.00,1531981226.00
stellar,"Nov 03, 2019",0.07,0.07,0.07,0.07,310422869.00,1385608526.00
stellar,"Nov 02, 2019",0.07,0.07,0.07,0.07,287438284.00,1429192254.00
stellar,"Nov 01, 2019",0.07,0.07,0.06,0.07,412594573.00,1388418168.00
stellar,"Oct 31, 2019",0.06,0.07,0.06,0.07,279328071.00,1307869766.00
stellar,"Oct 30, 2019",0.07,0.07,0.06,0.06,271281036.00,1294901834.00
stellar,"Oct 29, 2019",0.06,0.07,0.06,0.07,279077969.00,1327327934.00
stellar,"Oct 28, 2019",0.06,0.07,0.06,0.06,325857618.00,1298131301.00
stellar,"Oct 27, 2019",0.06,0.06,0.06,0.06,287822040.00,1292824227.00
stellar,"Oct 26, 2019",0.06,0.07,0.06,0.06,347428869.00,1253637953.00
stellar,"Oct 25, 2019",0.06,0.06,0.06,0.06,302338874.00,1277752865.00
stellar,"Oct 24, 2019",0.06,0.06,0.06,0.06,235695883.00,1214643198.00
stellar,"Oct 23, 2019",0.06,0.06,0.06,0.06,257731071.00,1201815663.00
stellar,"Oct 22, 2019",0.06,0.06,0.06,0.06,191351126.00,1258466973.00
stellar,"Oct 21, 2019",0.06,0.06,0.06,0.06,189287650.00,1281740024.00
stellar,"Oct 20, 2019",0.06,0.06,0.06,0.06,228457502.00,1267150236.00
stellar,"Oct 19, 2019",0.06,0.06,0.06,0.06,212225225.00,1264000391.00
stellar,"Oct 18, 2019",0.06,0.06,0.06,0.06,258071462.00,1276553895.00
stellar,"Oct 17, 2019",0.06,0.06,0.06,0.06,258080003.00,1293197546.00
stellar,"Oct 16, 2019",0.06,0.06,0.06,0.06,234805479.00,1250201473.00
stellar,"Oct 15, 2019",0.06,0.07,0.06,0.06,231975480.00,1287400269.00
stellar,"Oct 14, 2019",0.06,0.06,0.06,0.06,212625324.00,1300593743.00
tether,"Dec 04, 2019",1.00,1.02,0.98,1.01,24761899935.00,4140656482.00
tether,"Dec 03, 2019",1.00,1.01,0.99,1.00,16691088420.00,4120924295.00
tether,"Dec 02, 2019",1.00,1.02,0.99,1.00,19093390526.00,4114951368.00
tether,"Dec 01, 2019",1.00,1.02,1.00,1.00,21027847332.00,4118235661.00
tether,"Nov 30, 2019",1.00,1.02,1.00,1.00,19145198648.00,4115041871.00
tether,"Nov 29, 2019",1.00,1.01,0.99,1.00,22304763156.00,4126616332.00
tether,"Nov 28, 2019",1.00,1.02,1.00,1.00,21502793846.00,4124805294.00
tether,"Nov 27, 2019",1.00,1.03,0.98,1.01,27416693309.00,4128694013.00
tether,"Nov 26, 2019",1.00,1.02,1.00,1.01,23545460689.00,4148191320.00
tether,"Nov 25, 2019",1.01,1.02,0.99,1.00,33648447519.00,4120837393.00
tether,"Nov 24, 2019",1.01,1.03,1.00,1.02,25990545761.00,4180011937.00
tether,"Nov 23, 2019",1.00,1.03,1.00,1.01,24605070720.00,4161983862.00
tether,"Nov 22, 2019",1.00,1.02,0.99,1.00,39068899485.00,4120554484.00
tether,"Nov 21, 2019",1.01,1.02,1.00,1.00,26004738831.00,4109731631.00
tether,"Nov 20, 2019",1.01,1.02,1.00,1.01,22255938426.00,4130393647.00
tether,"Nov 19, 2019",1.01,1.03,1.00,1.01,23104090327.00,4144883422.00
tether,"Nov 18, 2019",1.01,1.02,1.00,1.01,24102161964.00,4157375252.00
tether,"Nov 17, 2019",1.01,1.02,1.00,1.01,20418489157.00,4142844476.00
tether,"Nov 16, 2019",1.00,1.01,1.00,1.01,18225904912.00,4135759004.00
tether,"Nov 15, 2019",1.01,1.02,1.00,1.00,25291395573.00,4113666666.00
tether,"Nov 14, 2019",1.00,1.01,1.00,1.01,21911169228.00,4130975243.00
tether,"Nov 13, 2019",1.00,1.01,1.00,1.00,20071939197.00,4121088708.00
tether,"Nov 12, 2019",1.00,1.01,1.00,1.00,23449537112.00,4113788114.00
tether,"Nov 11, 2019",1.00,1.01,1.00,1.00,23739145075.00,4118061437.00
tether,"Nov 10, 2019",1.00,1.01,0.99,1.00,24552202767.00,4119110881.00
tether,"Nov 09, 2019",1.00,1.01,1.00,1.00,20459420156.00,4108822609.00
tether,"Nov 08, 2019",1.01,1.01,1.00,1.00,28749114086.00,4118305231.00
tether,"Nov 07, 2019",1.00,1.01,1.00,1.01,27694410589.00,4131592434.00
tether,"Nov 06, 2019",1.01,1.01,1.00,1.00,28578448466.00,4120504628.00
tether,"Nov 05, 2019",1.00,1.01,1.00,1.00,30721581637.00,4127530034.00
tether,"Nov 04, 2019",1.00,1.01,0.99,1.00,30710349697.00,4125883665.00
tether,"Nov 03, 2019",1.01,1.01,1.00,1.00,24597499287.00,4126314409.00
tether,"Nov 02, 2019",1.00,1.01,1.00,1.00,23973071925.00,4127588892.00
tether,"Nov 01, 2019",1.01,1.01,1.00,1.00,27864589885.00,4124890871.00
tether,"Oct 31, 2019",1.01,1.03,1.00,1.01,30727310848.00,4134412347.00
tether,"Oct 30, 2019",1.00,1.01,1.00,1.01,32807890269.00,4132087645.00
tether,"Oct 29, 2019",1.00,1.01,0.99,1.00,35047512730.00,4116816180.00
tether,"Oct 28, 2019",1.00,1.01,0.98,1.00,38665694771.00,4119771724.00
tether,"Oct 27, 2019",1.00,1.01,0.98,1.00,40519447549.00,4125469824.00
tether,"Oct 26, 2019",1.00,1.01,0.97,1.00,53509128965.00,4114596274.00
tether,"Oct 25, 2019",1.01,1.01,0.98,1.00,37383241390.00,4116967974.00
xrp,"Dec 04, 2019",0.22,0.22,0.21,0.22,1427312577.00,9364745688.00
xrp,"Dec 03, 2019",0.22,0.22,0.22,0.22,1017648495.00,9517202026.00
xrp,"Dec 02, 2019",0.23,0.23,0.22,0.22,1187513777.00,9507818760.00
xrp,"Dec 01, 2019",0.23,0.23,0.22,0.23,1176237060.00,9756884341.00
xrp,"Nov 30, 2019",0.23,0.23,0.22,0.23,1160032624.00,9806315573.00
xrp,"Nov 29, 2019",0.22,0.23,0.22,0.23,1325761774.00,9968382707.00
xrp,"Nov 28, 2019",0.23,0.23,0.22,0.22,1244175231.00,9723838882.00
xrp,"Nov 27, 2019",0.22,0.23,0.22,0.23,1608881984.00,9745970911.00
xrp,"Nov 26, 2019",0.22,0.22,0.21,0.22,1322723640.00,9618843673.00
xrp,"Nov 25, 2019",0.22,0.23,0.21,0.22,9415068271.00,9466286656.00
xrp,"Nov 24, 2019",0.24,0.24,0.22,0.22,2932397174.00,9663857831.00
xrp,"Nov 23, 2019",0.23,0.24,0.23,0.24,1480512363.00,10226933084.00
xrp,"Nov 22, 2019",0.24,0.25,0.23,0.23,2012230945.00,10028238451.00
xrp,"Nov 21, 2019",0.25,0.25,0.24,0.24,1586333624.00,10555043277.00
xrp,"Nov 20, 2019",0.26,0.26,0.25,0.25,1319069498.00,10884017518.00
xrp,"Nov 19, 2019",0.26,0.26,0.25,0.26,1420685334.00,11106437807.00
xrp,"Nov 18, 2019",0.27,0.27,0.25,0.26,1452996115.00,11069403326.00
xrp,"Nov 17, 2019",0.26,0.27,0.26,0.27,1273573229.00,11485052604.00
xrp,"Nov 16, 2019",0.26,0.27,0.26,0.26,1195333401.00,11425884645.00
xrp,"Nov 15, 2019",0.27,0.27,0.26,0.26,1548251349.00,11329241896.00
xrp,"Nov 14, 2019",0.27,0.27,0.27,0.27,1264478184.00,11707513880.00
xrp,"Nov 13, 2019",0.27,0.28,0.27,0.27,1278922350.00,11822051383.00
xrp,"Nov 12, 2019",0.28,0.28,0.27,0.27,1404766289.00,11795294866.00
xrp,"Nov 11, 2019",0.28,0.28,0.27,0.28,1437677669.00,11910794571.00
xrp,"Nov 10, 2019",0.28,0.28,0.28,0.28,1557437413.00,12132388502.00
xrp,"Nov 09, 2019",0.28,0.28,0.28,0.28,1449652131.00,12117941815.00
xrp,"Nov 08, 2019",0.29,0.29,0.27,0.28,2026687432.00,11977697598.00
xrp,"Nov 07, 2019",0.31,0.31,0.28,0.29,2430065390.00,12647080586.00
xrp,"Nov 06, 2019",0.30,0.31,0.30,0.31,1790567871.00,13410631514.00
xrp,"Nov 05, 2019",0.30,0.30,0.30,0.30,1964177330.00,13028715563.00
xrp,"Nov 04, 2019",0.29,0.30,0.29,0.30,1647597869.00,12971721432.00
xrp,"Nov 03, 2019",0.30,0.30,0.29,0.29,1381510371.00,12596463117.00
xrp,"Nov 02, 2019",0.29,0.30,0.29,0.30,1460243469.00,12812796808.00
xrp,"Nov 01, 2019",0.30,0.30,0.29,0.29,1572251058.00,12656190134.00
xrp,"Oct 31, 2019",0.30,0.30,0.29,0.30,1666132252.00,12816900825.00
xrp,"Oct 30, 2019",0.30,0.31,0.29,0.30,1883224296.00,12825432798.00
xrp,"Oct 29, 2019",0.30,0.31,0.30,0.30,2125813360.00,13058999924.00
xrp,"Oct 28, 2019",0.30,0.30,0.29,0.30,2061536473.00,12801729616.00
xrp,"Oct 27, 2019",0.29,0.30,0.29,0.30,2237941946.00,12892254871.00
xrp,"Oct 26, 2019",0.30,0.31,0.29,0.29,3122465894.00,12701942701.00
xrp,"Oct 25, 2019",0.28,0.30,0.28,0.30,2486979029.00,12895056501.00
xrp,"Oct 24, 2019",0.27,0.28,0.27,0.28,1638078551.00,12042668475.00
xrp,"Oct 23, 2019",0.29,0.29,0.26,0.27,2172985938.00,11854650118.00
xrp,"Oct 22, 2019",0.29,0.30,0.29,0.29,1632212674.00,12609856226.00
